Order_ID,Order_Date,Delivery_Date,Industry,Client_Name,Region,Salesperson,Product_Name,Product_Type,Quantity_MT,Unit_Price_INR,Unit_Cost_INR,Total_Revenue_INR,Total_Cost_INR,Gross_Profit_INR,Gross_Margin_Pct,Promised_Days,Actual_Days,Delay_Days,On_Time_Delivery,Quarter,Month
MRPL-1268,26-06-2024,01-08-2024,Power,Tata Power,Raipur,Rajesh Kumar,Chrome Magnesia Brick,Shaped,189,6200,4100,1171800,774900,396900,33.87,22,36,14,No,Q2,Jun-24
MRPL-1269,03-07-2023,02-08-2023,Fertilizer,Coromandel,Ranchi,Deepak Joshi,Chrome Magnesia Brick,Shaped,32,6200,4100,198400,131200,67200,33.87,17,30,13,No,Q3,Jul-23
MRPL-1270,01-10-2023,25-10-2023,Iron & Steel,SAIL,Raipur,Neha Gupta,Chrome Magnesia Brick,Shaped,146,6200,4100,905200,598600,306600,33.87,16,24,8,No,Q4,Oct-23
MRPL-1271,24-03-2023,08-04-2023,Fertilizer,IFFCO,Chennai,Amit Sharma,Plastic Refractory,Unshaped,172,2900,1750,498800,301000,197800,39.66,15,15,0,Yes,Q1,Mar-23
MRPL-1272,20-12-2024,15-01-2025,Cement,UltraTech Cement,Bhopal,Sunita Rao,Plastic Refractory,Unshaped,66,2900,1750,191400,115500,75900,39.66,16,26,10,No,Q4,Dec-24
MRPL-1273,13-02-2023,24-03-2023,Petrochemical,HPCL,Ranchi,Neha Gupta,Plastic Refractory,Unshaped,63,2900,1750,182700,110250,72450,39.66,20,39,19,No,Q1,Feb-23
MRPL-1274,15-10-2023,30-10-2023,Petrochemical,HPCL,Mumbai,Sunita Rao,Ramming Mass,Unshaped,198,2200,1300,435600,257400,178200,40.91,15,15,0,Yes,Q4,Oct-23
MRPL-1275,30-12-2024,19-01-2025,Ceramic,Orient Bell,Chennai,Rajesh Kumar,Low Cement Castable,Unshaped,146,3800,2300,554800,335800,219000,39.47,16,20,4,No,Q4,Dec-24
MRPL-1276,07-07-2024,22-08-2024,Iron & Steel,Jindal Steel,Ranchi,Sunita Rao,Chrome Magnesia Brick,Shaped,89,6200,4100,551800,364900,186900,33.87,26,46,20,No,Q3,Jul-24
MRPL-1277,23-03-2024,13-04-2024,Iron & Steel,SAIL,Surat,Rajesh Kumar,Chrome Magnesia Brick,Shaped,64,6200,4100,396800,262400,134400,33.87,16,21,5,No,Q1,Mar-24
MRPL-1278,06-04-2024,03-05-2024,Power,Adani Power,Mumbai,Deepak Joshi,Ramming Mass,Unshaped,130,2200,1300,286000,169000,117000,40.91,21,27,6,No,Q2,Apr-24
MRPL-1279,29-03-2023,11-05-2023,Power,CESC,Kolkata,Sunita Rao,Mortar,Unshaped,163,1600,950,260800,154850,105950,40.62,23,43,20,No,Q1,Mar-23
MRPL-1280,11-10-2024,11-11-2024,Iron & Steel,Tata Steel,Pune,Amit Sharma,High Alumina Brick,Shaped,60,4200,2800,252000,168000,84000,33.33,26,31,5,No,Q4,Oct-24
MRPL-1281,04-10-2023,22-10-2023,Cement,Shree Cement,Pune,Amit Sharma,High Alumina Brick,Shaped,42,4200,2800,176400,117600,58800,33.33,18,18,0,Yes,Q4,Oct-23
MRPL-1282,27-01-2023,07-03-2023,Iron & Steel,RINL,Raipur,Priya Singh,Plastic Refractory,Unshaped,27,2900,1750,78300,47250,31050,39.66,25,39,14,No,Q1,Jan-23
MRPL-1283,28-03-2023,01-05-2023,Iron & Steel,SAIL,Mumbai,Priya Singh,Mortar,Unshaped,190,1600,950,304000,180500,123500,40.62,21,34,13,No,Q1,Mar-23
MRPL-1284,19-05-2024,04-06-2024,Power,Adani Power,Kolkata,Amit Sharma,Gunning Mix,Unshaped,42,2600,1500,109200,63000,46200,42.31,16,16,0,Yes,Q2,May-24
MRPL-1285,10-09-2023,23-10-2023,Cement,UltraTech Cement,Bhopal,Amit Sharma,Ramming Mass,Unshaped,189,2200,1300,415800,245700,170100,40.91,29,43,14,No,Q3,Sep-23
MRPL-1286,10-02-2024,27-03-2024,Non-Ferrous,Vedanta,Kolkata,Rajesh Kumar,Low Cement Castable,Unshaped,90,3800,2300,342000,207000,135000,39.47,26,46,20,No,Q1,Feb-24
MRPL-1287,25-11-2023,25-12-2023,Petrochemical,Reliance,Hyderabad,Rajesh Kumar,Ramming Mass,Unshaped,219,2200,1300,481800,284700,197100,40.91,20,30,10,No,Q4,Nov-23
MRPL-1288,06-09-2023,05-10-2023,Iron & Steel,Jindal Steel,Pune,Sanjay Tiwari,Ramming Mass,Unshaped,88,2200,1300,193600,114400,79200,40.91,26,29,3,No,Q3,Sep-23
MRPL-1289,12-07-2024,20-08-2024,Petrochemical,Reliance,Delhi,Rajesh Kumar,Ramming Mass,Unshaped,51,2200,1300,112200,66300,45900,40.91,14,39,25,No,Q3,Jul-24
MRPL-1290,12-03-2023,10-04-2023,Non-Ferrous,Vedanta,Vizag,Neha Gupta,Magnesia Brick,Shaped,109,5500,3600,599500,392400,207100,34.55,29,29,0,Yes,Q1,Mar-23
MRPL-1291,22-01-2024,04-03-2024,Non-Ferrous,Hindalco,Nagpur,Deepak Joshi,Silica Brick,Shaped,23,3100,2000,71300,46000,25300,35.48,28,42,14,No,Q1,Jan-24
MRPL-1292,04-01-2024,20-01-2024,Power,Tata Power,Raipur,Vikram Patel,Plastic Refractory,Unshaped,184,2900,1750,533600,322000,211600,39.66,16,16,0,Yes,Q1,Jan-24
MRPL-1293,22-10-2024,12-12-2024,Glass,Piramal Glass,Nagpur,Rajesh Kumar,Gunning Mix,Unshaped,245,2600,1500,637000,367500,269500,42.31,26,51,25,No,Q4,Oct-24
MRPL-1294,06-06-2024,18-07-2024,Glass,HNG Glass,Mumbai,Amit Sharma,Low Cement Castable,Unshaped,196,3800,2300,744800,450800,294000,39.47,30,42,12,No,Q2,Jun-24
MRPL-1295,26-11-2024,26-12-2024,Power,Tata Power,Ahmedabad,Priya Singh,Magnesia Brick,Shaped,213,5500,3600,1171500,766800,404700,34.55,30,30,0,Yes,Q4,Nov-24
MRPL-1296,29-03-2023,22-04-2023,Cement,Ambuja Cement,Delhi,Priya Singh,Magnesia Brick,Shaped,34,5500,3600,187000,122400,64600,34.55,18,24,6,No,Q1,Mar-23
MRPL-1297,10-04-2023,15-05-2023,Iron & Steel,Jindal Steel,Raipur,Amit Sharma,Gunning Mix,Unshaped,117,2600,1500,304200,175500,128700,42.31,28,35,7,No,Q2,Apr-23
MRPL-1298,25-10-2024,07-12-2024,Iron & Steel,JSW Steel,Delhi,Neha Gupta,Insulation Brick,Shaped,44,1900,1200,83600,52800,30800,36.84,19,43,24,No,Q4,Oct-24
MRPL-1299,27-07-2024,26-08-2024,Fertilizer,Deepak Fertilizers,Kolkata,Rajesh Kumar,Chrome Magnesia Brick,Shaped,114,6200,4100,706800,467400,239400,33.87,28,30,2,No,Q3,Jul-24
MRPL-1300,20-09-2024,31-10-2024,Glass,AGI Glaspac,Nagpur,Priya Singh,Fireclay Brick,Shaped,55,2800,1800,154000,99000,55000,35.71,28,41,13,No,Q3,Sep-24
MRPL-1301,21-12-2024,27-01-2025,Cement,ACC,Chennai,Amit Sharma,Insulation Brick,Shaped,28,1900,1200,53200,33600,19600,36.84,17,37,20,No,Q4,Dec-24
MRPL-1302,26-09-2023,05-11-2023,Petrochemical,BPCL,Ahmedabad,Priya Singh,Silica Brick,Shaped,176,3100,2000,545600,352000,193600,35.48,29,40,11,No,Q3,Sep-23
MRPL-1303,27-04-2023,13-06-2023,Fertilizer,Deepak Fertilizers,Hyderabad,Priya Singh,Plastic Refractory,Unshaped,94,2900,1750,272600,164500,108100,39.66,25,47,22,No,Q2,Apr-23
MRPL-1304,27-08-2024,19-09-2024,Cement,Ambuja Cement,Surat,Sanjay Tiwari,Insulation Brick,Shaped,26,1900,1200,49400,31200,18200,36.84,18,23,5,No,Q3,Aug-24
MRPL-1305,07-06-2024,18-07-2024,Iron & Steel,SAIL,Kolkata,Sunita Rao,Low Cement Castable,Unshaped,104,3800,2300,395200,239200,156000,39.47,27,41,14,No,Q2,Jun-24
MRPL-1306,11-12-2024,11-01-2025,Iron & Steel,Jindal Steel,Kolkata,Sunita Rao,Mortar,Unshaped,234,1600,950,374400,222300,152100,40.62,19,31,12,No,Q4,Dec-24
MRPL-1307,26-09-2024,15-11-2024,Iron & Steel,SAIL,Kolkata,Neha Gupta,Gunning Mix,Unshaped,18,2600,1500,46800,27000,19800,42.31,25,50,25,No,Q3,Sep-24
MRPL-1308,01-06-2024,10-07-2024,Iron & Steel,Jindal Steel,Ranchi,Sanjay Tiwari,Fireclay Brick,Shaped,172,2800,1800,481600,309600,172000,35.71,29,39,10,No,Q2,Jun-24
MRPL-1309,26-03-2023,13-04-2023,Non-Ferrous,NALCO,Ranchi,Priya Singh,Refractory Coating,Unshaped,149,2100,1200,312900,178800,134100,42.86,14,18,4,No,Q1,Mar-23
MRPL-1310,13-04-2024,26-05-2024,Iron & Steel,SAIL,Raipur,Rajesh Kumar,Gunning Mix,Unshaped,149,2600,1500,387400,223500,163900,42.31,29,43,14,No,Q2,Apr-24
MRPL-1311,11-01-2024,14-02-2024,Power,CESC,Vizag,Neha Gupta,Silica Brick,Shaped,143,3100,2000,443300,286000,157300,35.48,15,34,19,No,Q1,Jan-24
MRPL-1312,03-02-2023,03-03-2023,Non-Ferrous,Hindalco,Delhi,Amit Sharma,Magnesia Brick,Shaped,120,5500,3600,660000,432000,228000,34.55,22,28,6,No,Q1,Feb-23
MRPL-1313,31-08-2023,14-10-2023,Petrochemical,HPCL,Ranchi,Deepak Joshi,Magnesia Brick,Shaped,58,5500,3600,319000,208800,110200,34.55,25,44,19,No,Q3,Aug-23
MRPL-1314,31-07-2023,08-09-2023,Non-Ferrous,Hindalco,Jamshedpur,Deepak Joshi,Gunning Mix,Unshaped,20,2600,1500,52000,30000,22000,42.31,25,39,14,No,Q3,Jul-23
MRPL-1315,01-10-2023,18-10-2023,Iron & Steel,SAIL,Surat,Amit Sharma,Silica Brick,Shaped,187,3100,2000,579700,374000,205700,35.48,17,17,0,Yes,Q4,Oct-23
MRPL-1316,16-05-2023,20-06-2023,Fertilizer,IFFCO,Pune,Sunita Rao,Low Cement Castable,Unshaped,68,3800,2300,258400,156400,102000,39.47,18,35,17,No,Q2,May-23
MRPL-1317,09-10-2024,12-11-2024,Cement,Shree Cement,Hyderabad,Rajesh Kumar,Insulation Brick,Shaped,100,1900,1200,190000,120000,70000,36.84,27,34,7,No,Q4,Oct-24
MRPL-1318,13-01-2024,18-02-2024,Cement,Ambuja Cement,Raipur,Sunita Rao,Magnesia Brick,Shaped,121,5500,3600,665500,435600,229900,34.55,29,36,7,No,Q1,Jan-24
MRPL-1319,01-07-2024,15-08-2024,Power,Adani Power,Bhopal,Neha Gupta,Insulation Brick,Shaped,106,1900,1200,201400,127200,74200,36.84,20,45,25,No,Q3,Jul-24
MRPL-1320,12-12-2023,12-01-2024,Cement,Ambuja Cement,Pune,Neha Gupta,Magnesia Brick,Shaped,200,5500,3600,1100000,720000,380000,34.55,18,31,13,No,Q4,Dec-23
MRPL-1321,03-10-2024,17-10-2024,Petrochemical,HPCL,Vizag,Rajesh Kumar,Refractory Coating,Unshaped,168,2100,1200,352800,201600,151200,42.86,14,14,0,Yes,Q4,Oct-24
MRPL-1322,14-03-2024,24-04-2024,Ceramic,Kajaria Ceramics,Bhopal,Sanjay Tiwari,Magnesia Brick,Shaped,56,5500,3600,308000,201600,106400,34.55,18,41,23,No,Q1,Mar-24
MRPL-1323,16-01-2024,04-02-2024,Non-Ferrous,Vedanta,Delhi,Amit Sharma,Silica Brick,Shaped,175,3100,2000,542500,350000,192500,35.48,19,19,0,Yes,Q1,Jan-24
MRPL-1324,04-04-2023,21-04-2023,Cement,ACC,Surat,Priya Singh,Refractory Coating,Unshaped,185,2100,1200,388500,222000,166500,42.86,17,17,0,Yes,Q2,Apr-23
MRPL-1325,31-03-2024,03-05-2024,Iron & Steel,Tata Steel,Jamshedpur,Vikram Patel,Fireclay Brick,Shaped,7,2800,1800,19600,12600,7000,35.71,14,33,19,No,Q1,Mar-24
MRPL-1326,23-08-2023,26-09-2023,Cement,ACC,Surat,Priya Singh,Magnesia Brick,Shaped,103,5500,3600,566500,370800,195700,34.55,16,34,18,No,Q3,Aug-23
MRPL-1327,17-05-2023,04-06-2023,Glass,Borosil,Ahmedabad,Rajesh Kumar,Silica Brick,Shaped,169,3100,2000,523900,338000,185900,35.48,18,18,0,Yes,Q2,May-23
MRPL-1328,07-08-2023,18-09-2023,Power,NPCIL,Nagpur,Priya Singh,Chrome Magnesia Brick,Shaped,165,6200,4100,1023000,676500,346500,33.87,18,42,24,No,Q3,Aug-23
MRPL-1329,07-05-2023,08-06-2023,Cement,UltraTech Cement,Delhi,Rajesh Kumar,Gunning Mix,Unshaped,155,2600,1500,403000,232500,170500,42.31,26,32,6,No,Q2,May-23
MRPL-1330,12-09-2023,24-10-2023,Fertilizer,Chambal Fertilizers,Chennai,Sunita Rao,Gunning Mix,Unshaped,146,2600,1500,379600,219000,160600,42.31,23,42,19,No,Q3,Sep-23
MRPL-1331,13-09-2024,07-11-2024,Ceramic,RAK Ceramics,Export-Africa,Amit Sharma,Insulation Brick,Shaped,135,1900,1200,256500,162000,94500,36.84,20,55,35,No,Q3,Sep-24
MRPL-1332,26-05-2024,22-06-2024,Iron & Steel,Jindal Steel,Bhopal,Rajesh Kumar,Fireclay Brick,Shaped,168,2800,1800,470400,302400,168000,35.71,16,27,11,No,Q2,May-24
MRPL-1333,05-08-2024,13-10-2024,Petrochemical,IOC,Export-Africa,Rajesh Kumar,Silica Brick,Shaped,112,3100,2000,347200,224000,123200,35.48,25,69,44,No,Q3,Aug-24
MRPL-1334,26-09-2023,04-11-2023,Non-Ferrous,Sterlite,Mumbai,Rajesh Kumar,Low Cement Castable,Unshaped,60,3800,2300,228000,138000,90000,39.47,15,39,24,No,Q3,Sep-23
MRPL-1335,09-03-2024,04-04-2024,Iron & Steel,RINL,Pune,Deepak Joshi,Plastic Refractory,Unshaped,184,2900,1750,533600,322000,211600,39.66,26,26,0,Yes,Q1,Mar-24
MRPL-1336,28-07-2023,28-08-2023,Non-Ferrous,Vedanta,Delhi,Rajesh Kumar,Silica Brick,Shaped,44,3100,2000,136400,88000,48400,35.48,24,31,7,No,Q3,Jul-23
MRPL-1337,02-09-2023,23-09-2023,Power,Tata Power,Surat,Deepak Joshi,Silica Brick,Shaped,19,3100,2000,58900,38000,20900,35.48,21,21,0,Yes,Q3,Sep-23
MRPL-1338,13-11-2024,02-12-2024,Ceramic,Orient Bell,Jamshedpur,Rajesh Kumar,Magnesia Brick,Shaped,267,5500,3600,1468500,961200,507300,34.55,19,19,0,Yes,Q4,Nov-24
MRPL-1339,22-12-2023,10-02-2024,Iron & Steel,Tata Steel,Mumbai,Priya Singh,Insulation Brick,Shaped,190,1900,1200,361000,228000,133000,36.84,30,50,20,No,Q4,Dec-23
MRPL-1340,03-10-2023,08-11-2023,Petrochemical,BPCL,Ahmedabad,Deepak Joshi,Gunning Mix,Unshaped,264,2600,1500,686400,396000,290400,42.31,17,36,19,No,Q4,Oct-23
MRPL-1341,30-12-2024,25-01-2025,Ceramic,Orient Bell,Pune,Rajesh Kumar,Mortar,Unshaped,209,1600,950,334400,198550,135850,40.62,16,26,10,No,Q4,Dec-24
MRPL-1342,11-06-2023,21-07-2023,Cement,Dalmia Cement,Bhopal,Rajesh Kumar,Low Cement Castable,Unshaped,70,3800,2300,266000,161000,105000,39.47,17,40,23,No,Q2,Jun-23
MRPL-1343,13-01-2023,07-02-2023,Power,CESC,Surat,Rajesh Kumar,Fireclay Brick,Shaped,67,2800,1800,187600,120600,67000,35.71,15,25,10,No,Q1,Jan-23
MRPL-1344,02-11-2024,23-12-2024,Cement,UltraTech Cement,Export-Africa,Vikram Patel,Fireclay Brick,Shaped,154,2800,1800,431200,277200,154000,35.71,21,51,30,No,Q4,Nov-24
MRPL-1345,03-05-2023,20-05-2023,Iron & Steel,JSW Steel,Ranchi,Vikram Patel,Ramming Mass,Unshaped,133,2200,1300,292600,172900,119700,40.91,15,17,2,No,Q2,May-23
MRPL-1346,15-11-2023,13-12-2023,Iron & Steel,Jindal Steel,Delhi,Neha Gupta,Magnesia Brick,Shaped,121,5500,3600,665500,435600,229900,34.55,16,28,12,No,Q4,Nov-23
MRPL-1347,29-09-2024,02-11-2024,Cement,Dalmia Cement,Pune,Deepak Joshi,Gunning Mix,Unshaped,67,2600,1500,174200,100500,73700,42.31,28,34,6,No,Q3,Sep-24
MRPL-1348,09-09-2023,17-10-2023,Power,CESC,Surat,Deepak Joshi,Gunning Mix,Unshaped,43,2600,1500,111800,64500,47300,42.31,14,38,24,No,Q3,Sep-23
MRPL-1349,02-01-2023,19-02-2023,Cement,UltraTech Cement,Ahmedabad,Sanjay Tiwari,Chrome Magnesia Brick,Shaped,199,6200,4100,1233800,815900,417900,33.87,26,48,22,No,Q1,Jan-23
MRPL-1350,05-03-2024,20-03-2024,Glass,Piramal Glass,Chennai,Sanjay Tiwari,Low Cement Castable,Unshaped,130,3800,2300,494000,299000,195000,39.47,15,15,0,Yes,Q1,Mar-24
MRPL-1351,16-06-2024,19-08-2024,Non-Ferrous,Hindalco,Export-Africa,Neha Gupta,High Alumina Brick,Shaped,110,4200,2800,462000,308000,154000,33.33,25,64,39,No,Q2,Jun-24
MRPL-1352,08-02-2024,02-03-2024,Fertilizer,Deepak Fertilizers,Delhi,Rajesh Kumar,Chrome Magnesia Brick,Shaped,24,6200,4100,148800,98400,50400,33.87,15,23,8,No,Q1,Feb-24
MRPL-1353,07-02-2024,07-03-2024,Non-Ferrous,Vedanta,Pune,Neha Gupta,Fireclay Brick,Shaped,184,2800,1800,515200,331200,184000,35.71,24,29,5,No,Q1,Feb-24
MRPL-1354,21-08-2024,08-09-2024,Cement,ACC,Chennai,Deepak Joshi,High Alumina Brick,Shaped,32,4200,2800,134400,89600,44800,33.33,18,18,0,Yes,Q3,Aug-24
MRPL-1355,01-08-2023,02-09-2023,Iron & Steel,JSW Steel,Hyderabad,Vikram Patel,Ramming Mass,Unshaped,120,2200,1300,264000,156000,108000,40.91,23,32,9,No,Q3,Aug-23
MRPL-1356,14-12-2024,30-12-2024,Iron & Steel,SAIL,Kolkata,Neha Gupta,High Alumina Brick,Shaped,219,4200,2800,919800,613200,306600,33.33,15,16,1,No,Q4,Dec-24
MRPL-1357,10-02-2024,12-03-2024,Petrochemical,BPCL,Delhi,Sanjay Tiwari,Gunning Mix,Unshaped,136,2600,1500,353600,204000,149600,42.31,15,31,16,No,Q1,Feb-24
MRPL-1358,17-07-2024,12-08-2024,Iron & Steel,Jindal Steel,Hyderabad,Vikram Patel,High Alumina Brick,Shaped,68,4200,2800,285600,190400,95200,33.33,17,26,9,No,Q3,Jul-24
MRPL-1359,16-08-2023,26-09-2023,Iron & Steel,JSW Steel,Mumbai,Neha Gupta,High Alumina Brick,Shaped,38,4200,2800,159600,106400,53200,33.33,20,41,21,No,Q3,Aug-23
MRPL-1360,18-03-2023,06-04-2023,Cement,Ambuja Cement,Jamshedpur,Sanjay Tiwari,Chrome Magnesia Brick,Shaped,10,6200,4100,62000,41000,21000,33.87,16,19,3,No,Q1,Mar-23
MRPL-1361,17-04-2024,30-05-2024,Ceramic,RAK Ceramics,Delhi,Rajesh Kumar,Gunning Mix,Unshaped,17,2600,1500,44200,25500,18700,42.31,19,43,24,No,Q2,Apr-24
MRPL-1362,26-06-2023,09-08-2023,Power,Tata Power,Mumbai,Sunita Rao,Mortar,Unshaped,95,1600,950,152000,90250,61750,40.62,20,44,24,No,Q2,Jun-23
MRPL-1363,26-09-2024,14-11-2024,Iron & Steel,Tata Steel,Export-Africa,Rajesh Kumar,Mortar,Unshaped,162,1600,950,259200,153900,105300,40.62,21,49,28,No,Q3,Sep-24
MRPL-1364,05-03-2024,06-04-2024,Power,Adani Power,Delhi,Priya Singh,Low Cement Castable,Unshaped,56,3800,2300,212800,128800,84000,39.47,30,32,2,No,Q1,Mar-24
MRPL-1365,11-05-2024,15-06-2024,Non-Ferrous,Vedanta,Vizag,Priya Singh,Magnesia Brick,Shaped,93,5500,3600,511500,334800,176700,34.55,30,35,5,No,Q2,May-24
MRPL-1366,15-10-2023,24-11-2023,Cement,Dalmia Cement,Ahmedabad,Amit Sharma,High Alumina Brick,Shaped,26,4200,2800,109200,72800,36400,33.33,29,40,11,No,Q4,Oct-23
MRPL-1367,30-09-2023,03-11-2023,Cement,ACC,Delhi,Sunita Rao,Fireclay Brick,Shaped,141,2800,1800,394800,253800,141000,35.71,15,34,19,No,Q3,Sep-23
MRPL-1368,27-06-2023,02-08-2023,Fertilizer,Coromandel,Ranchi,Amit Sharma,Chrome Magnesia Brick,Shaped,50,6200,4100,310000,205000,105000,33.87,21,36,15,No,Q2,Jun-23
MRPL-1369,31-07-2024,10-09-2024,Iron & Steel,SAIL,Mumbai,Sanjay Tiwari,Plastic Refractory,Unshaped,41,2900,1750,118900,71750,47150,39.66,20,41,21,No,Q3,Jul-24
MRPL-1370,03-04-2023,08-05-2023,Fertilizer,IFFCO,Pune,Priya Singh,Plastic Refractory,Unshaped,19,2900,1750,55100,33250,21850,39.66,21,35,14,No,Q2,Apr-23
MRPL-1371,14-05-2023,26-06-2023,Iron & Steel,RINL,Ahmedabad,Amit Sharma,Low Cement Castable,Unshaped,92,3800,2300,349600,211600,138000,39.47,19,43,24,No,Q2,May-23
MRPL-1372,26-05-2023,17-07-2023,Glass,Saint Gobain,Mumbai,Vikram Patel,Low Cement Castable,Unshaped,33,3800,2300,125400,75900,49500,39.47,30,52,22,No,Q2,May-23
MRPL-1373,11-12-2023,04-01-2024,Cement,Shree Cement,Surat,Vikram Patel,Silica Brick,Shaped,113,3100,2000,350300,226000,124300,35.48,24,24,0,Yes,Q4,Dec-23
MRPL-1374,29-07-2024,25-08-2024,Fertilizer,Chambal Fertilizers,Bhopal,Rajesh Kumar,Refractory Coating,Unshaped,182,2100,1200,382200,218400,163800,42.86,25,27,2,No,Q3,Jul-24
MRPL-1375,02-01-2023,19-02-2023,Non-Ferrous,Vedanta,Pune,Rajesh Kumar,Magnesia Brick,Shaped,184,5500,3600,1012000,662400,349600,34.55,26,48,22,No,Q1,Jan-23
MRPL-1376,18-09-2024,17-10-2024,Fertilizer,Chambal Fertilizers,Jamshedpur,Sanjay Tiwari,Fireclay Brick,Shaped,61,2800,1800,170800,109800,61000,35.71,17,29,12,No,Q3,Sep-24
MRPL-1377,01-04-2023,04-05-2023,Iron & Steel,SAIL,Ahmedabad,Rajesh Kumar,Fireclay Brick,Shaped,186,2800,1800,520800,334800,186000,35.71,24,33,9,No,Q2,Apr-23
MRPL-1378,21-04-2023,05-05-2023,Iron & Steel,JSW Steel,Surat,Amit Sharma,Fireclay Brick,Shaped,189,2800,1800,529200,340200,189000,35.71,14,14,0,Yes,Q2,Apr-23
MRPL-1379,23-01-2024,05-03-2024,Cement,Shree Cement,Export-Africa,Priya Singh,Gunning Mix,Unshaped,94,2600,1500,244400,141000,103400,42.31,26,42,16,No,Q1,Jan-24
MRPL-1380,04-02-2023,23-02-2023,Petrochemical,HPCL,Bhopal,Deepak Joshi,Fireclay Brick,Shaped,80,2800,1800,224000,144000,80000,35.71,14,19,5,No,Q1,Feb-23
MRPL-1381,14-06-2023,12-07-2023,Iron & Steel,Tata Steel,Ahmedabad,Neha Gupta,High Alumina Brick,Shaped,192,4200,2800,806400,537600,268800,33.33,16,28,12,No,Q2,Jun-23
MRPL-1382,22-12-2024,04-02-2025,Ceramic,Orient Bell,Jamshedpur,Neha Gupta,Silica Brick,Shaped,16,3100,2000,49600,32000,17600,35.48,27,44,17,No,Q4,Dec-24
MRPL-1383,14-07-2023,21-08-2023,Iron & Steel,JSW Steel,Mumbai,Amit Sharma,Gunning Mix,Unshaped,109,2600,1500,283400,163500,119900,42.31,22,38,16,No,Q3,Jul-23
MRPL-1384,17-05-2024,07-06-2024,Iron & Steel,Jindal Steel,Mumbai,Vikram Patel,High Alumina Brick,Shaped,44,4200,2800,184800,123200,61600,33.33,15,21,6,No,Q2,May-24
MRPL-1385,10-04-2023,02-05-2023,Iron & Steel,RINL,Ranchi,Priya Singh,Silica Brick,Shaped,11,3100,2000,34100,22000,12100,35.48,20,22,2,No,Q2,Apr-23
MRPL-1386,12-02-2024,30-03-2024,Non-Ferrous,BALCO,Ranchi,Amit Sharma,Magnesia Brick,Shaped,125,5500,3600,687500,450000,237500,34.55,29,47,18,No,Q1,Feb-24
MRPL-1387,01-04-2024,02-05-2024,Iron & Steel,Jindal Steel,Ahmedabad,Amit Sharma,Gunning Mix,Unshaped,16,2600,1500,41600,24000,17600,42.31,22,31,9,No,Q2,Apr-24
MRPL-1388,14-12-2024,31-12-2024,Cement,UltraTech Cement,Jamshedpur,Rajesh Kumar,Silica Brick,Shaped,241,3100,2000,747100,482000,265100,35.48,17,17,0,Yes,Q4,Dec-24
MRPL-1389,01-02-2024,24-03-2024,Non-Ferrous,Sterlite,Chennai,Rajesh Kumar,Plastic Refractory,Unshaped,138,2900,1750,400200,241500,158700,39.66,27,52,25,No,Q1,Feb-24
MRPL-1390,22-03-2023,18-05-2023,Power,NPCIL,Export-Africa,Priya Singh,Plastic Refractory,Unshaped,106,2900,1750,307400,185500,121900,39.66,15,57,42,No,Q1,Mar-23
MRPL-1391,21-06-2023,11-07-2023,Power,Tata Power,Vizag,Rajesh Kumar,High Alumina Brick,Shaped,59,4200,2800,247800,165200,82600,33.33,20,20,0,Yes,Q2,Jun-23
MRPL-1392,04-10-2024,31-10-2024,Iron & Steel,Tata Steel,Hyderabad,Sanjay Tiwari,Insulation Brick,Shaped,57,1900,1200,108300,68400,39900,36.84,22,27,5,No,Q4,Oct-24
MRPL-1393,30-11-2023,08-01-2024,Ceramic,Orient Bell,Hyderabad,Priya Singh,High Alumina Brick,Shaped,103,4200,2800,432600,288400,144200,33.33,30,39,9,No,Q4,Nov-23
MRPL-1394,05-03-2024,02-04-2024,Ceramic,Orient Bell,Jamshedpur,Vikram Patel,Insulation Brick,Shaped,33,1900,1200,62700,39600,23100,36.84,27,28,1,No,Q1,Mar-24
MRPL-1395,02-07-2024,03-08-2024,Iron & Steel,JSW Steel,Jamshedpur,Deepak Joshi,High Alumina Brick,Shaped,93,4200,2800,390600,260400,130200,33.33,27,32,5,No,Q3,Jul-24
MRPL-1396,10-10-2023,13-11-2023,Cement,Shree Cement,Jamshedpur,Rajesh Kumar,Plastic Refractory,Unshaped,149,2900,1750,432100,260750,171350,39.66,18,34,16,No,Q4,Oct-23
MRPL-1397,20-02-2023,14-04-2023,Power,Adani Power,Hyderabad,Sunita Rao,Low Cement Castable,Unshaped,195,3800,2300,741000,448500,292500,39.47,29,53,24,No,Q1,Feb-23
MRPL-1398,18-05-2024,26-06-2024,Iron & Steel,SAIL,Ahmedabad,Amit Sharma,Low Cement Castable,Unshaped,183,3800,2300,695400,420900,274500,39.47,17,39,22,No,Q2,May-24
MRPL-1399,02-03-2024,19-03-2024,Iron & Steel,SAIL,Bhopal,Amit Sharma,Refractory Coating,Unshaped,159,2100,1200,333900,190800,143100,42.86,16,17,1,No,Q1,Mar-24
MRPL-1400,27-02-2023,18-03-2023,Cement,Dalmia Cement,Bhopal,Neha Gupta,Refractory Coating,Unshaped,136,2100,1200,285600,163200,122400,42.86,19,19,0,Yes,Q1,Feb-23
MRPL-1401,30-01-2023,14-03-2023,Iron & Steel,RINL,Vizag,Neha Gupta,Gunning Mix,Unshaped,49,2600,1500,127400,73500,53900,42.31,20,43,23,No,Q1,Jan-23
